rgn_id,year,score,
91,2013,0.782384614,
91,2014,0.783254174,
91,2015,0.784123734,
91,2016,0.784993293,
91,2017,0.785862853,
91,2018,0.786732413,
91,2019,0.787601972,
91,2020,0.788471532,
91,2021,0.789341092,
91,2022,0.790210652,
92,2012,0.732231673,
92,2013,0.73249085,
92,2014,0.732750027,
92,2015,0.733009204,
92,2016,0.733268381,
92,2017,0.733527558,
92,2018,0.733786735,
92,2019,0.734045912,
92,2020,0.734305089,
92,2021,0.734564266,
92,2022,0.734823443,
93,2012,0.795327417,
93,2013,0.797183094,
93,2014,0.79903877,
93,2015,0.800894447,
93,2016,0.802750123,
93,2017,0.804605799,
93,2018,0.806461476,
93,2019,0.808317152,
93,2020,0.810172829,
93,2021,0.812028505,
93,2022,0.813884181,
94,2012,0.809381775,
94,2013,0.811267896,
94,2014,0.813154017,
94,2015,0.815040139,
94,2016,0.81692626,
94,2017,0.818812381,
94,2018,0.820698502,
94,2019,0.822584623,
94,2020,0.824470744,
94,2021,0.826356866,
94,2022,0.828242987,
95,2012,0.798764558,
95,2013,0.799749701,
95,2014,0.800734845,
95,2015,0.801719988,
95,2016,0.802705131,
95,2017,0.803690274,
95,2018,0.804675418,
95,2019,0.805660561,
95,2020,0.806645704,
95,2021,0.807630847,
95,2022,0.808615991,
96,2012,0.784168908,
96,2013,0.780553042,
96,2014,0.776937175,
96,2015,0.773321309,
96,2016,0.769705443,
96,2017,0.766089577,
96,2018,0.762473711,
96,2019,0.758857845,
96,2020,0.755241979,
96,2021,0.751626113,
96,2022,0.748010247,
97,2012,0.779866453,
97,2013,0.776327413,
97,2014,0.772788373,
97,2015,0.769249333,
97,2016,0.765710293,
97,2017,0.762171253,
97,2018,0.758632213,
97,2019,0.755093173,
97,2020,0.751554133,
97,2021,0.748015093,
97,2022,0.744476053,
98,2012,0.764028283,
98,2013,0.760339077,
98,2014,0.756649872,
98,2015,0.752960667,
98,2016,0.749271461,
98,2017,0.745582256,
98,2018,0.741893051,
98,2019,0.738203846,
98,2020,0.73451464,
98,2021,0.730825435,
98,2022,0.72713623,
99,2012,0.774551284,
99,2013,0.770807567,
99,2014,0.767063849,
99,2015,0.763320132,
99,2016,0.759576415,
99,2017,0.755832698,
99,2018,0.75208898,
99,2019,0.748345263,
99,2020,0.744601546,
99,2021,0.740857829,
99,2022,0.737114112,
100,2012,0.760440764,
100,2013,0.757744569,
100,2014,0.755048374,
100,2015,0.752352179,
100,2016,0.749655984,
100,2017,0.746959789,
100,2018,0.744263594,
100,2019,0.741567399,
100,2020,0.738871204,
100,2021,0.736175009,
100,2022,0.733478814,
101,2012,0.759575928,
101,2013,0.75819362,
101,2014,0.756811311,
101,2015,0.755429003,
101,2016,0.754046694,
101,2017,0.752664386,
101,2018,0.751282077,
101,2019,0.749899769,
101,2020,0.74851746,
101,2021,0.747135151,
101,2022,0.745752843,
102,2012,0.78256007,
102,2013,0.781280541,
102,2014,0.780001012,
102,2015,0.778721482,
102,2016,0.777441953,
102,2017,0.776162424,
