"rgn_id","habitat","extent_rank","layer"
188,"tidal flat",33.5139679729939,"element_wts_cs_km2_x_storage"
189,"tidal flat",1767.48314733506,"element_wts_cs_km2_x_storage"
190,"tidal flat",12923.1961601257,"element_wts_cs_km2_x_storage"
191,"tidal flat",219667.538689995,"element_wts_cs_km2_x_storage"
192,"tidal flat",12725.8965727806,"element_wts_cs_km2_x_storage"
193,"tidal flat",151455.150201416,"element_wts_cs_km2_x_storage"
194,"tidal flat",58615.0208587647,"element_wts_cs_km2_x_storage"
195,"tidal flat",29871.5500152588,"element_wts_cs_km2_x_storage"
196,"tidal flat",126428.745257568,"element_wts_cs_km2_x_storage"
197,"tidal flat",60825.9266632081,"element_wts_cs_km2_x_storage"
198,"tidal flat",41501.8268859864,"element_wts_cs_km2_x_storage"
199,"tidal flat",8534.96992492676,"element_wts_cs_km2_x_storage"
200,"tidal flat",29092.5588882446,"element_wts_cs_km2_x_storage"
202,"tidal flat",163277.582508087,"element_wts_cs_km2_x_storage"
203,"tidal flat",653797.029340744,"element_wts_cs_km2_x_storage"
204,"tidal flat",324970.667602539,"element_wts_cs_km2_x_storage"
205,"tidal flat",164184.269752502,"element_wts_cs_km2_x_storage"
206,"tidal flat",177168.176406002,"element_wts_cs_km2_x_storage"
207,"tidal flat",125283.94395752,"element_wts_cs_km2_x_storage"
208,"tidal flat",2388.40926275254,"element_wts_cs_km2_x_storage"
209,"tidal flat",2064980.32930616,"element_wts_cs_km2_x_storage"
210,"tidal flat",45729.3068847656,"element_wts_cs_km2_x_storage"
212,"tidal flat",14609.3922084809,"element_wts_cs_km2_x_storage"
214,"tidal flat",43798.2110290528,"element_wts_cs_km2_x_storage"
215,"tidal flat",32.6482873141766,"element_wts_cs_km2_x_storage"
216,"tidal flat",1662020.8647049,"element_wts_cs_km2_x_storage"
218,"tidal flat",1469144.87397614,"element_wts_cs_km2_x_storage"
219,"tidal flat",615.05731534958,"element_wts_cs_km2_x_storage"
222,"tidal flat",13225.4259017944,"element_wts_cs_km2_x_storage"
223,"tidal flat",1270.65113544464,"element_wts_cs_km2_x_storage"
224,"tidal flat",77248.5716470242,"element_wts_cs_km2_x_storage"
227,"tidal flat",4598.1519033432,"element_wts_cs_km2_x_storage"
228,"tidal flat",1322.16874747277,"element_wts_cs_km2_x_storage"
231,"tidal flat",4428.71743392944,"element_wts_cs_km2_x_storage"
237,"tidal flat",46.3775399135426,"element_wts_cs_km2_x_storage"
244,"tidal flat",911.079173612595,"element_wts_cs_km2_x_storage"
247,"tidal flat",3385.74431161881,"element_wts_cs_km2_x_storage"
250,"tidal flat",176.631839746237,"element_wts_cs_km2_x_storage"
